#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
FOXO1	GABARAPL1	9606.ENSP00000368880	9606.ENSP00000266458	0	0	0	0	0	0	0	0.465	0.465
FOXO1	MAP1LC3B	9606.ENSP00000368880	9606.ENSP00000268607	0	0	0	0	0	0	0	0.456	0.456
FOXO1	TP53	9606.ENSP00000368880	9606.ENSP00000269305	0	0	0	0	0.063	0.056	0	0.686	0.698
FOXO1	PRKAG2	9606.ENSP00000368880	9606.ENSP00000287878	0	0	0	0	0	0	0.600	0.094	0.622
FOXO1	PIK3CB	9606.ENSP00000368880	9606.ENSP00000289153	0	0	0	0	0.051	0.163	0	0.432	0.509
FOXO1	TSC1	9606.ENSP00000368880	9606.ENSP00000298552	0	0	0	0	0.062	0.102	0	0.349	0.403
FOXO1	PRKACA	9606.ENSP00000368880	9606.ENSP00000309591	0	0	0	0	0	0.869	0.800	0.050	0.973
FOXO1	LEP	9606.ENSP00000368880	9606.ENSP00000312652	0	0	0	0	0	0	0	0.650	0.651
FOXO1	ULK1	9606.ENSP00000368880	9606.ENSP00000324560	0	0	0	0	0.062	0.076	0	0.369	0.405
FOXO1	GSK3B	9606.ENSP00000368880	9606.ENSP00000324806	0	0	0	0	0	0.632	0	0.603	0.847
FOXO1	STK11	9606.ENSP00000368880	9606.ENSP00000324856	0	0	0	0	0.063	0.077	0.800	0.506	0.903
FOXO1	LEPR	9606.ENSP00000368880	9606.ENSP00000330393	0	0	0	0	0	0	0	0.445	0.445
FOXO1	GATA4	9606.ENSP00000368880	9606.ENSP00000334458	0	0	0	0	0	0.149	0	0.504	0.561
FOXO1	PRKAA1	9606.ENSP00000368880	9606.ENSP00000346148	0	0	0	0	0.063	0.077	0.600	0.330	0.737
FOXO1	MTOR	9606.ENSP00000368880	9606.ENSP00000354558	0	0	0	0	0.062	0.133	0	0.695	0.730
FOXO1	MCL1	9606.ENSP00000368880	9606.ENSP00000358022	0	0	0	0	0	0.057	0	0.409	0.418
FOXO1	PRKAA2	9606.ENSP00000368880	9606.ENSP00000360290	0	0	0	0	0.063	0.077	0.600	0.205	0.688
FOXO1	SRC	9606.ENSP00000368880	9606.ENSP00000362680	0	0	0	0	0	0.276	0	0.459	0.591
FOXO1	MAP1LC3A	9606.ENSP00000368880	9606.ENSP00000363970	0	0	0	0	0	0	0	0.411	0.411
FOXO1	PINK1	9606.ENSP00000368880	9606.ENSP00000364204	0	0	0	0	0	0.074	0.900	0.299	0.929
FOXO1	SQSTM1	9606.ENSP00000368880	9606.ENSP00000374455	0	0	0	0	0.062	0.059	0	0.381	0.406
FOXO1	IL10	9606.ENSP00000368880	9606.ENSP00000412237	0	0	0	0	0	0	0	0.407	0.407
FOXO1	SESN3	9606.ENSP00000368880	9606.ENSP00000441927	0	0	0	0	0	0	0	0.474	0.474
FOXO1	PRKAG3	9606.ENSP00000368880	9606.ENSP00000397133	0	0	0	0	0	0	0.600	0.042	0.600
FOXO1	MAPK8	9606.ENSP00000368880	9606.ENSP00000378974	0	0	0	0	0	0.104	0.800	0.464	0.895
FOXO1	FOXO3	9606.ENSP00000368880	9606.ENSP00000385824	0	0	0	0.899	0.065	0	0.900	0.894	0.911
FOXO1	HIF1A	9606.ENSP00000368880	9606.ENSP00000437955	0	0	0	0	0	0.078	0.900	0.566	0.956
FOXO3	RB1CC1	9606.ENSP00000385824	9606.ENSP00000025008	0	0	0	0	0.062	0	0	0.444	0.456
FOXO3	KEAP1	9606.ENSP00000385824	9606.ENSP00000171111	0	0	0	0	0	0	0	0.495	0.495
FOXO3	SIRT1	9606.ENSP00000385824	9606.ENSP00000212015	0	0	0	0	0	0.946	0.900	0.995	0.999
FOXO3	XBP1	9606.ENSP00000385824	9606.ENSP00000216037	0	0	0	0	0.062	0	0	0.667	0.674
FOXO3	HMOX1	9606.ENSP00000385824	9606.ENSP00000216117	0	0	0	0	0	0	0	0.459	0.459
FOXO3	STUB1	9606.ENSP00000385824	9606.ENSP00000219548	0	0	0	0	0	0.058	0	0.390	0.401
FOXO3	NAMPT	9606.ENSP00000385824	9606.ENSP00000222553	0	0	0	0	0	0	0	0.448	0.448
FOXO3	GAPDH	9606.ENSP00000385824	9606.ENSP00000229239	0	0	0	0	0	0	0	0.644	0.644
FOXO3	MFN2	9606.ENSP00000385824	9606.ENSP00000235329	0	0	0	0	0.062	0.058	0	0.429	0.451
FOXO3	SIRT2	9606.ENSP00000385824	9606.ENSP00000249396	0	0	0	0	0	0.151	0	0.793	0.817
FOXO3	SESN2	9606.ENSP00000385824	9606.ENSP00000253063	0	0	0	0	0.056	0	0	0.474	0.482
FOXO3	PRKAB2	9606.ENSP00000385824	9606.ENSP00000254101	0	0	0	0	0.062	0	0.600	0.221	0.682
FOXO3	PIK3C3	9606.ENSP00000385824	9606.ENSP00000262039	0	0	0	0	0	0.133	0	0.561	0.603
FOXO3	RHEB	9606.ENSP00000385824	9606.ENSP00000262187	0	0	0	0	0.062	0.226	0	0.794	0.838
FOXO3	PIK3CA	9606.ENSP00000385824	9606.ENSP00000263967	0	0	0	0	0.062	0.588	0	0.718	0.881
FOXO3	STAT3	9606.ENSP00000385824	9606.ENSP00000264657	0	0	0	0	0	0.082	0.900	0.694	0.969
FOXO3	GABARAPL1	9606.ENSP00000385824	9606.ENSP00000266458	0	0	0	0	0	0	0	0.711	0.711
FOXO3	MAP1LC3B	9606.ENSP00000385824	9606.ENSP00000268607	0	0	0	0	0	0	0	0.608	0.608
FOXO3	TP53	9606.ENSP00000385824	9606.ENSP00000269305	0	0	0	0	0	0.808	0	0.988	0.997
FOXO3	PRKAG2	9606.ENSP00000385824	9606.ENSP00000287878	0	0	0	0	0.053	0	0.600	0.254	0.693
FOXO3	PIK3CB	9606.ENSP00000385824	9606.ENSP00000289153	0	0	0	0	0.062	0.588	0	0.647	0.851
FOXO3	TSC1	9606.ENSP00000385824	9606.ENSP00000298552	0	0	0	0	0.062	0.151	0	0.691	0.732
FOXO3	GABARAP	9606.ENSP00000385824	9606.ENSP00000306866	0	0	0	0	0	0	0	0.587	0.587
FOXO3	PRKACA	9606.ENSP00000385824	9606.ENSP00000309591	0	0	0	0	0	0.252	0.800	0	0.844
FOXO3	ULK1	9606.ENSP00000385824	9606.ENSP00000324560	0	0	0	0	0.062	0.145	0	0.586	0.639
FOXO3	GSK3B	9606.ENSP00000385824	9606.ENSP00000324806	0	0	0	0	0.051	0.118	0	0.597	0.633
FOXO3	STK11	9606.ENSP00000385824	9606.ENSP00000324856	0	0	0	0	0.063	0.077	0.900	0.624	0.963
FOXO3	HSP90AA1	9606.ENSP00000385824	9606.ENSP00000335153	0	0	0	0	0	0.058	0	0.622	0.629
FOXO3	PTK2	9606.ENSP00000385824	9606.ENSP00000341189	0	0	0	0	0	0	0	0.747	0.748
FOXO3	PRKAA1	9606.ENSP00000385824	9606.ENSP00000346148	0	0	0	0	0.063	0.120	0.600	0.563	0.836
FOXO3	MTOR	9606.ENSP00000385824	9606.ENSP00000354558	0	0	0	0	0.064	0.133	0	0.836	0.855
FOXO3	PARK2	9606.ENSP00000385824	9606.ENSP00000355865	0	0	0	0	0	0.151	0	0.465	0.527
FOXO3	MCL1	9606.ENSP00000385824	9606.ENSP00000358022	0	0	0	0	0	0.057	0	0.559	0.566
FOXO3	PRKAA2	9606.ENSP00000385824	9606.ENSP00000360290	0	0	0	0	0.063	0.120	0.600	0.582	0.843
FOXO3	SRC	9606.ENSP00000385824	9606.ENSP00000362680	0	0	0	0	0	0.118	0	0.470	0.513
FOXO3	MAP1LC3A	9606.ENSP00000385824	9606.ENSP00000363970	0	0	0	0	0	0	0	0.563	0.563
FOXO3	PINK1	9606.ENSP00000385824	9606.ENSP00000364204	0	0	0	0	0	0.151	0.900	0.604	0.963
FOXO3	SQSTM1	9606.ENSP00000385824	9606.ENSP00000374455	0	0	0	0	0.051	0.059	0	0.506	0.520
FOXO3	ULK2	9606.ENSP00000385824	9606.ENSP00000378914	0	0	0	0	0.062	0.145	0	0.499	0.563
FOXO3	MAPK8	9606.ENSP00000385824	9606.ENSP00000378974	0	0	0	0	0	0.228	0.800	0.702	0.949
FOXO3	SESN1	9606.ENSP00000385824	9606.ENSP00000393762	0	0	0	0	0.062	0	0	0.500	0.511
FOXO3	SESN3	9606.ENSP00000385824	9606.ENSP00000441927	0	0	0	0	0.062	0	0	0.553	0.563
FOXO3	PRKAG3	9606.ENSP00000385824	9606.ENSP00000397133	0	0	0	0	0	0	0.600	0.129	0.637
FOXO3	PARK7	9606.ENSP00000385824	9606.ENSP00000418770	0	0	0	0	0	0.145	0	0.723	0.753
FOXO3	HIF1A	9606.ENSP00000385824	9606.ENSP00000437955	0	0	0	0	0.062	0.345	0.900	0.852	0.989
GABARAP	RB1CC1	9606.ENSP00000306866	9606.ENSP00000025008	0	0	0	0	0.057	0.726	0	0.874	0.964
GABARAP	KEAP1	9606.ENSP00000306866	9606.ENSP00000171111	0	0	0	0	0.062	0.439	0	0.445	0.683
GABARAP	SIRT1	9606.ENSP00000306866	9606.ENSP00000212015	0	0	0	0	0.064	0.174	0	0.353	0.456
GABARAP	TBC1D17	9606.ENSP00000306866	9606.ENSP00000221543	0	0	0	0	0.088	0.064	0.800	0.406	0.885
GABARAP	GAPDH	9606.ENSP00000306866	9606.ENSP00000229239	0	0	0	0	0.062	0.117	0	0.512	0.560
GABARAP	MFN2	9606.ENSP00000306866	9606.ENSP00000235329	0	0	0	0	0.103	0.105	0	0.457	0.526
GABARAP	TRIM21	9606.ENSP00000306866	9606.ENSP00000254436	0	0	0	0	0.062	0.344	0	0.124	0.415
GABARAP	PIK3C3	9606.ENSP00000306866	9606.ENSP00000262039	0	0	0	0	0.049	0.058	0.900	0.845	0.984
GABARAP	WIPI1	9606.ENSP00000306866	9606.ENSP00000262139	0	0	0	0	0.148	0.180	0	0.812	0.857
GABARAP	RHEB	9606.ENSP00000306866	9606.ENSP00000262187	0	0	0	0	0.064	0.056	0	0.486	0.506
GABARAP	VMP1	9606.ENSP00000306866	9606.ENSP00000262291	0	0	0	0	0.064	0	0	0.507	0.519
GABARAP	VAMP8	9606.ENSP00000306866	9606.ENSP00000263864	0	0	0	0	0.077	0.065	0	0.466	0.499
GABARAP	KDR	9606.ENSP00000306866	9606.ENSP00000263923	0	0	0	0	0	0.424	0	0	0.424
GABARAP	GABARAPL1	9606.ENSP00000306866	9606.ENSP00000266458	0	0	0	0.980	0.062	0.417	0.900	0.904	0.941
GABARAP	MAP1LC3B	9606.ENSP00000306866	9606.ENSP00000268607	0	0	0	0.843	0.065	0.206	0.900	0.919	0.930
GABARAP	WIPI2	9606.ENSP00000306866	9606.ENSP00000288828	0	0	0	0	0.148	0.180	0.900	0.808	0.984
GABARAP	WDFY3	9606.ENSP00000306866	9606.ENSP00000295888	0	0	0	0	0.062	0.941	0	0.972	0.998
GABARAP	KIAA0226	9606.ENSP00000306866	9606.ENSP00000296343	0	0	0	0	0	0	0	0.485	0.485
GABARAP	RAB24	9606.ENSP00000306866	9606.ENSP00000304376	0	0	0	0	0.108	0.058	0	0.568	0.606
GABARAP	LGALS8	9606.ENSP00000306866	9606.ENSP00000435460	0	0	0	0	0	0.103	0	0.363	0.404
GABARAP	SH3GLB1	9606.ENSP00000306866	9606.ENSP00000479919	0	0	0	0	0.062	0	0	0.407	0.420
GABARAP	HSPA8	9606.ENSP00000306866	9606.ENSP00000432083	0	0	0	0	0.062	0.130	0	0.366	0.438
GABARAP	TBK1	9606.ENSP00000306866	9606.ENSP00000329967	0	0	0	0	0	0.103	0	0.400	0.439
GABARAP	TOMM7	9606.ENSP00000306866	9606.ENSP00000351214	0	0	0	0	0.066	0	0	0.452	0.467
GABARAP	LAMP2	9606.ENSP00000306866	9606.ENSP00000408411	0	0	0	0	0.063	0.070	0	0.446	0.475
GABARAP	MFN1	9606.ENSP00000306866	9606.ENSP00000420617	0	0	0	0	0.103	0.105	0	0.437	0.508
GABARAP	WDR45B	9606.ENSP00000306866	9606.ENSP00000376139	0	0	0	0	0.063	0	0	0.538	0.548
GABARAP	VPS39	9606.ENSP00000306866	9606.ENSP00000335193	0	0	0	0	0	0.093	0	0.574	0.598
GABARAP	TP53INP1	9606.ENSP00000306866	9606.ENSP00000344215	0	0	0	0	0.062	0.570	0	0.108	0.609
GABARAP	WDR45	9606.ENSP00000306866	9606.ENSP00000348848	0	0	0	0	0.063	0	0	0.604	0.613
GABARAP	MTOR	9606.ENSP00000306866	9606.ENSP00000354558	0	0	0	0	0	0.058	0	0.637	0.644
GABARAP	NEDD4	9606.ENSP00000306866	9606.ENSP00000424827	0	0	0	0	0.062	0.427	0	0.392	0.645
GABARAP	PARK2	9606.ENSP00000306866	9606.ENSP00000355865	0	0	0	0	0	0	0	0.676	0.676
GABARAP	ZFYVE1	9606.ENSP00000306866	9606.ENSP00000450742	0	0	0	0	0.064	0.270	0	0.610	0.710
GABARAP	PINK1	9606.ENSP00000306866	9606.ENSP00000364204	0	0	0	0	0.062	0	0	0.795	0.799
GABARAP	PRKACA	9606.ENSP00000306866	9606.ENSP00000309591	0	0	0	0	0.153	0	0.800	0.073	0.829
GABARAP	ULK2	9606.ENSP00000306866	9606.ENSP00000378914	0	0	0	0	0.073	0.410	0	0.764	0.860
GABARAP	GOLGA2	9606.ENSP00000306866	9606.ENSP00000416097	0	0	0	0	0.063	0	0	0.879	0.882
GABARAP	TP53INP2	9606.ENSP00000306866	9606.ENSP00000363943	0	0	0	0	0.049	0.057	0.800	0.599	0.918
GABARAP	PLEKHM1	9606.ENSP00000306866	9606.ENSP00000389913	0	0	0	0	0	0	0	0.929	0.929
GABARAP	MAP1LC3A	9606.ENSP00000306866	9606.ENSP00000363970	0	0	0	0.820	0.064	0.218	0.900	0.944	0.933
GABARAP	OPTN	9606.ENSP00000306866	9606.ENSP00000368022	0	0	0	0	0.062	0.415	0.800	0.749	0.968
GABARAP	UVRAG	9606.ENSP00000306866	9606.ENSP00000348455	0	0	0	0	0	0	0.900	0.711	0.969
GABARAP	ULK1	9606.ENSP00000306866	9606.ENSP00000324560	0	0	0	0	0.073	0.843	0	0.845	0.975
GABARAP	NBR1	9606.ENSP00000306866	9606.ENSP00000411250	0	0	0	0	0.107	0.824	0.800	0.780	0.992
GABARAP	SQSTM1	9606.ENSP00000306866	9606.ENSP00000374455	0	0	0	0	0.071	0.899	0.800	0.870	0.997
GABARAPL1	RB1CC1	9606.ENSP00000266458	9606.ENSP00000025008	0	0	0	0	0.057	0.661	0	0.884	0.960
GABARAPL1	KEAP1	9606.ENSP00000266458	9606.ENSP00000171111	0	0	0	0	0.062	0.185	0	0.532	0.611
GABARAPL1	SIRT1	9606.ENSP00000266458	9606.ENSP00000212015	0	0	0	0	0.064	0.371	0	0.592	0.738
GABARAPL1	TBC1D17	9606.ENSP00000266458	9606.ENSP00000221543	0	0	0	0	0.088	0.298	0.800	0.212	0.885
GABARAPL1	GAPDH	9606.ENSP00000266458	9606.ENSP00000229239	0	0	0	0	0.062	0.053	0	0.393	0.413
GABARAPL1	MFN2	9606.ENSP00000266458	9606.ENSP00000235329	0	0	0	0	0.103	0.105	0	0.438	0.509
GABARAPL1	SIRT2	9606.ENSP00000266458	9606.ENSP00000249396	0	0	0	0	0.063	0.078	0	0.362	0.400
GABARAPL1	TRIM21	9606.ENSP00000266458	9606.ENSP00000254436	0	0	0	0	0.062	0.360	0	0.192	0.473
GABARAPL1	PIK3C3	9606.ENSP00000266458	9606.ENSP00000262039	0	0	0	0	0.049	0.058	0.900	0.926	0.992
GABARAPL1	WIPI1	9606.ENSP00000266458	9606.ENSP00000262139	0	0	0	0	0.148	0.180	0	0.881	0.910
GABARAPL1	RHEB	9606.ENSP00000266458	9606.ENSP00000262187	0	0	0	0	0.064	0.056	0	0.513	0.532
GABARAPL1	VMP1	9606.ENSP00000266458	9606.ENSP00000262291	0	0	0	0	0.064	0	0	0.616	0.625
GABARAPL1	VAMP8	9606.ENSP00000266458	9606.ENSP00000263864	0	0	0	0	0.064	0.065	0	0.434	0.462
GABARAPL1	TCIRG1	9606.ENSP00000266458	9606.ENSP00000265686	0	0	0	0	0.064	0.077	0	0.372	0.410
GABARAPL1	LRRK2	9606.ENSP00000266458	9606.ENSP00000298910	0	0	0	0	0.085	0.103	0	0.340	0.411
GABARAPL1	TP53	9606.ENSP00000266458	9606.ENSP00000269305	0	0	0	0	0	0	0	0.413	0.412
GABARAPL1	TOMM20	9606.ENSP00000266458	9606.ENSP00000355566	0	0	0	0	0.064	0	0	0.398	0.412
GABARAPL1	LGALS8	9606.ENSP00000266458	9606.ENSP00000435460	0	0	0	0	0	0.103	0	0.391	0.430
GABARAPL1	TBK1	9606.ENSP00000266458	9606.ENSP00000329967	0	0	0	0	0	0.103	0	0.399	0.438
GABARAPL1	RAB24	9606.ENSP00000266458	9606.ENSP00000304376	0	0	0	0	0.108	0.058	0	0.410	0.461
GABARAPL1	VPS39	9606.ENSP00000266458	9606.ENSP00000335193	0	0	0	0	0	0.093	0	0.435	0.466
GABARAPL1	KIAA0226	9606.ENSP00000266458	9606.ENSP00000296343	0	0	0	0	0	0	0	0.470	0.470
GABARAPL1	WDR45B	9606.ENSP00000266458	9606.ENSP00000376139	0	0	0	0	0.063	0.065	0	0.445	0.471
GABARAPL1	HSPA8	9606.ENSP00000266458	9606.ENSP00000432083	0	0	0	0	0.062	0.067	0	0.486	0.511
GABARAPL1	RAB1A	9606.ENSP00000266458	9606.ENSP00000387286	0	0	0	0	0.066	0.078	0	0.483	0.516
GABARAPL1	SH3GLB1	9606.ENSP00000266458	9606.ENSP00000479919	0	0	0	0	0.062	0	0	0.509	0.519
GABARAPL1	MFN1	9606.ENSP00000266458	9606.ENSP00000420617	0	0	0	0	0.103	0.105	0	0.457	0.526
GABARAPL1	WDR45	9606.ENSP00000266458	9606.ENSP00000348848	0	0	0	0	0.063	0	0	0.558	0.568
GABARAPL1	HSP90AA1	9606.ENSP00000266458	9606.ENSP00000335153	0	0	0	0	0.062	0.343	0	0.361	0.572
GABARAPL1	NEDD4	9606.ENSP00000266458	9606.ENSP00000424827	0	0	0	0	0.062	0.461	0	0.298	0.614
GABARAPL1	LAMP2	9606.ENSP00000266458	9606.ENSP00000408411	0	0	0	0	0.062	0.070	0	0.599	0.620
GABARAPL1	ZFYVE1	9606.ENSP00000266458	9606.ENSP00000450742	0	0	0	0	0.064	0	0	0.620	0.629
GABARAPL1	PLEKHM1	9606.ENSP00000266458	9606.ENSP00000389913	0	0	0	0	0	0	0	0.631	0.631
GABARAPL1	SNCA	9606.ENSP00000266458	9606.ENSP00000338345	0	0	0	0	0.083	0.281	0	0.554	0.680
GABARAPL1	PARK2	9606.ENSP00000266458	9606.ENSP00000355865	0	0	0	0	0	0	0	0.686	0.686
GABARAPL1	MTOR	9606.ENSP00000266458	9606.ENSP00000354558	0	0	0	0	0	0.058	0	0.739	0.744
GABARAPL1	PINK1	9606.ENSP00000266458	9606.ENSP00000364204	0	0	0	0	0.107	0	0	0.761	0.778
GABARAPL1	PRKACA	9606.ENSP00000266458	9606.ENSP00000309591	0	0	0	0	0.153	0	0.800	0.053	0.825
GABARAPL1	WDFY3	9606.ENSP00000266458	9606.ENSP00000295888	0	0	0	0	0.062	0.583	0	0.630	0.842
GABARAPL1	ULK2	9606.ENSP00000266458	9606.ENSP00000378914	0	0	0	0	0.073	0.410	0	0.800	0.881
GABARAPL1	TP53INP2	9606.ENSP00000266458	9606.ENSP00000363943	0	0	0	0	0.095	0.057	0.800	0.391	0.882
GABARAPL1	MAP1LC3B	9606.ENSP00000266458	9606.ENSP00000268607	0	0	0	0.851	0.111	0	0.900	0.908	0.919
GABARAPL1	MAP1LC3A	9606.ENSP00000266458	9606.ENSP00000363970	0	0	0	0.854	0.115	0.299	0.900	0.895	0.941
GABARAPL1	OPTN	9606.ENSP00000266458	9606.ENSP00000368022	0	0	0	0	0.062	0.415	0.800	0.661	0.957
GABARAPL1	UVRAG	9606.ENSP00000266458	9606.ENSP00000348455	0	0	0	0	0	0	0.900	0.767	0.975
GABARAPL1	WIPI2	9606.ENSP00000266458	9606.ENSP00000288828	0	0	0	0	0.148	0.180	0.900	0.830	0.986
GABARAPL1	ULK1	9606.ENSP00000266458	9606.ENSP00000324560	0	0	0	0	0.073	0.739	0	0.965	0.990
GABARAPL1	NBR1	9606.ENSP00000266458	9606.ENSP00000411250	0	0	0	0	0.107	0.647	0.800	0.908	0.993
GABARAPL1	SQSTM1	9606.ENSP00000266458	9606.ENSP00000374455	0	0	0	0	0.071	0.870	0.800	0.947	0.998
GAPDH	KEAP1	9606.ENSP00000229239	9606.ENSP00000171111	0	0	0	0	0.052	0.065	0	0.588	0.603
GAPDH	ITGB4	9606.ENSP00000229239	9606.ENSP00000200181	0	0	0	0	0.063	0	0	0.391	0.404
GAPDH	SIRT1	9606.ENSP00000229239	9606.ENSP00000212015	0	0	0	0	0	0.433	0	0.894	0.937
GAPDH	XBP1	9606.ENSP00000229239	9606.ENSP00000216037	0	0	0	0	0	0	0	0.624	0.624
GAPDH	HMOX1	9606.ENSP00000229239	9606.ENSP00000216117	0	0	0	0	0	0	0	0.693	0.693
GAPDH	STUB1	9606.ENSP00000229239	9606.ENSP00000219548	0	0	0	0	0.119	0	0	0.560	0.596
GAPDH	HGF	9606.ENSP00000229239	9606.ENSP00000222390	0	0	0	0	0	0.059	0	0.572	0.580
GAPDH	NAMPT	9606.ENSP00000229239	9606.ENSP00000222553	0.076	0	0	0	0.044	0	0	0.661	0.674
GAPDH	IFNG	9606.ENSP00000229239	9606.ENSP00000229135	0	0	0	0	0	0	0	0.610	0.610
GAPDH	ITPR1	9606.ENSP00000229239	9606.ENSP00000306253	0	0	0	0	0	0	0	0.402	0.402
GAPDH	TPCN1	9606.ENSP00000229239	9606.ENSP00000448083	0	0	0	0	0	0	0	0.408	0.408
GAPDH	LEPR	9606.ENSP00000229239	9606.ENSP00000330393	0	0	0	0	0	0	0	0.408	0.408
GAPDH	GOLGA2	9606.ENSP00000229239	9606.ENSP00000416097	0	0	0	0	0.046	0	0	0.466	0.468
GAPDH	PINK1	9606.ENSP00000229239	9606.ENSP00000364204	0	0	0	0	0.051	0	0	0.469	0.475
GAPDH	STK11	9606.ENSP00000229239	9606.ENSP00000324856	0	0	0	0	0.055	0.056	0	0.459	0.475
GAPDH	UCHL1	9606.ENSP00000229239	9606.ENSP00000284440	0	0	0	0	0.097	0	0	0.455	0.486
GAPDH	PRKAG3	9606.ENSP00000229239	9606.ENSP00000397133	0	0	0	0	0	0.368	0	0.233	0.494
GAPDH	PIK3C3	9606.ENSP00000229239	9606.ENSP00000262039	0	0	0	0	0	0	0	0.503	0.503
GAPDH	PIK3CA	9606.ENSP00000229239	9606.ENSP00000263967	0	0	0	0	0	0	0	0.505	0.505
GAPDH	PRKAG2	9606.ENSP00000229239	9606.ENSP00000287878	0	0	0	0	0	0.368	0	0.251	0.507
GAPDH	MFN1	9606.ENSP00000229239	9606.ENSP00000420617	0	0	0	0	0.062	0.076	0	0.493	0.522
GAPDH	LAMP2	9606.ENSP00000229239	9606.ENSP00000408411	0	0	0	0	0	0	0	0.526	0.526
GAPDH	TSG101	9606.ENSP00000229239	9606.ENSP00000251968	0	0	0	0	0.047	0	0	0.524	0.527
GAPDH	IL3	9606.ENSP00000229239	9606.ENSP00000296870	0	0	0	0	0.061	0	0	0.518	0.528
GAPDH	PSEN1	9606.ENSP00000229239	9606.ENSP00000326366	0	0	0	0	0.099	0	0	0.514	0.543
GAPDH	MFN2	9606.ENSP00000229239	9606.ENSP00000235329	0	0	0	0	0.062	0.076	0	0.517	0.545
GAPDH	TLR9	9606.ENSP00000229239	9606.ENSP00000353874	0	0	0	0	0	0.104	0	0.531	0.562
GAPDH	MET	9606.ENSP00000229239	9606.ENSP00000317272	0	0	0	0	0	0.065	0	0.561	0.572
GAPDH	LRRK2	9606.ENSP00000229239	9606.ENSP00000298910	0	0	0	0	0	0.352	0	0.375	0.578
GAPDH	LEP	9606.ENSP00000229239	9606.ENSP00000312652	0	0	0	0	0	0	0	0.601	0.601
GAPDH	GATA4	9606.ENSP00000229239	9606.ENSP00000334458	0	0	0	0	0	0	0	0.607	0.607
GAPDH	MAP1LC3A	9606.ENSP00000229239	9606.ENSP00000363970	0	0	0	0	0.064	0.116	0	0.566	0.610
GAPDH	MAPK8	9606.ENSP00000229239	9606.ENSP00000378974	0	0	0	0	0	0	0	0.613	0.613
GAPDH	HMGB1	9606.ENSP00000229239	9606.ENSP00000345347	0	0	0	0	0.096	0.062	0	0.585	0.618
GAPDH	HSPB1	9606.ENSP00000229239	9606.ENSP00000248553	0	0	0	0	0.087	0	0	0.602	0.622
GAPDH	TOMM20	9606.ENSP00000229239	9606.ENSP00000355566	0	0	0	0	0.086	0	0	0.611	0.630
GAPDH	PARK2	9606.ENSP00000229239	9606.ENSP00000355865	0	0	0	0	0	0.401	0	0.413	0.633
GAPDH	PARK7	9606.ENSP00000229239	9606.ENSP00000418770	0	0	0	0	0.190	0.261	0	0.442	0.637
GAPDH	SIRT2	9606.ENSP00000229239	9606.ENSP00000249396	0	0	0	0	0	0.154	0	0.595	0.644
GAPDH	KDR	9606.ENSP00000229239	9606.ENSP00000263923	0	0	0	0	0	0	0	0.647	0.647
GAPDH	PTK2	9606.ENSP00000229239	9606.ENSP00000341189	0	0	0	0	0	0.270	0	0.566	0.670
GAPDH	TBK1	9606.ENSP00000229239	9606.ENSP00000329967	0	0	0	0	0.046	0.407	0	0.475	0.677
GAPDH	SQSTM1	9606.ENSP00000229239	9606.ENSP00000374455	0	0	0	0	0	0.098	0	0.658	0.678
GAPDH	IL4	9606.ENSP00000229239	9606.ENSP00000231449	0	0	0	0	0	0	0	0.682	0.682
GAPDH	MTOR	9606.ENSP00000229239	9606.ENSP00000354558	0	0	0	0	0	0	0	0.694	0.694
GAPDH	SRC	9606.ENSP00000229239	9606.ENSP00000362680	0	0	0	0	0	0.065	0	0.689	0.697
GAPDH	GSK3B	9606.ENSP00000229239	9606.ENSP00000324806	0	0	0	0	0.088	0.151	0	0.655	0.710
GAPDH	HIF1A	9606.ENSP00000229239	9606.ENSP00000437955	0	0	0	0	0	0	0	0.718	0.718
GAPDH	S100A8	9606.ENSP00000229239	9606.ENSP00000357722	0	0	0	0	0	0.547	0	0.413	0.722
GAPDH	MCL1	9606.ENSP00000229239	9606.ENSP00000358022	0	0	0	0	0	0.270	0	0.654	0.737
GAPDH	MAP1LC3B	9606.ENSP00000229239	9606.ENSP00000268607	0	0	0	0	0.132	0.094	0	0.713	0.754
GAPDH	STAT3	9606.ENSP00000229239	9606.ENSP00000264657	0	0	0	0	0	0	0	0.761	0.761
GAPDH	IL10	9606.ENSP00000229239	9606.ENSP00000412237	0	0	0	0	0	0	0	0.764	0.764
GAPDH	S100A9	9606.ENSP00000229239	9606.ENSP00000357727	0	0	0	0	0	0.686	0	0.282	0.765
GAPDH	TP53	9606.ENSP00000229239	9606.ENSP00000269305	0	0	0	0	0	0.270	0	0.869	0.901
GAPDH	HSP90AA1	9606.ENSP00000229239	9606.ENSP00000335153	0	0	0	0	0.266	0.322	0	0.837	0.912
GAPDH	SNCA	9606.ENSP00000229239	9606.ENSP00000338345	0	0	0	0	0.062	0.280	0	0.935	0.952
GAPDH	HSPA8	9606.ENSP00000229239	9606.ENSP00000432083	0.046	0	0	0	0.308	0.502	0	0.888	0.958
GAPDH	RHEB	9606.ENSP00000229239	9606.ENSP00000262187	0	0	0	0	0.080	0.058	0	0.986	0.987
GATA4	HGF	9606.ENSP00000334458	9606.ENSP00000222390	0	0	0	0	0	0	0	0.430	0.430
